Gene,converted_alias,Gene-id,description,GO_Name,GO_Domain
XM_038057862.1,GO:0016020,LOC119653254,"uncharacterized LOC119653254, transcript variant X3",membrane,cellular_component
XM_038057863.1,GO:0016020,LOC119653254,"uncharacterized LOC119653254, transcript variant X3",membrane,cellular_component
XM_038057864.1,GO:0016020,LOC119653256,putative inorganic phosphate cotransporter,membrane,cellular_component
XM_038057865.1,GO:0016020,LOC119653257,"uncharacterized LOC119653257, transcript variant X1",membrane,cellular_component
XM_038057866.1,GO:0016020,LOC119653257,"uncharacterized LOC119653257, transcript variant X1",membrane,cellular_component
XM_038057867.1,GO:0016020,LOC119653257,"uncharacterized LOC119653257, transcript variant X1",membrane,cellular_component
XM_038057868.1,GO:0000166,LOC119653260,tubulin beta chain-like,nucleotide binding,molecular_function
XM_038057869.1,GO:0005515,LOC119653262,"attractin-like protein 1, transcript variant X1",protein binding,molecular_function
XM_038057870.1,GO:0000166,LOC119653263,"serine/threonine-protein kinase svkA, transcript variant X6",nucleotide binding,molecular_function
XM_038057871.1,GO:0000166,LOC119653263,"serine/threonine-protein kinase svkA, transcript variant X6",nucleotide binding,molecular_function
XM_038057872.1,GO:0000166,LOC119653263,"serine/threonine-protein kinase svkA, transcript variant X6",nucleotide binding,molecular_function
XM_038057873.1,GO:0000166,LOC119653263,"serine/threonine-protein kinase svkA, transcript variant X6",nucleotide binding,molecular_function
XM_038057874.1,GO:0000166,LOC119653263,"serine/threonine-protein kinase svkA, transcript variant X6",nucleotide binding,molecular_function
XM_038057875.1,GO:0000166,LOC119653263,"serine/threonine-protein kinase svkA, transcript variant X6",nucleotide binding,molecular_function
XM_038057876.1,GO:0008381,LOC119653264,"piezo-type mechanosensitive ion channel component, transcript variant X5",mechanosensitive monoatomic ion channel activity,molecular_function
XM_038057877.1,GO:0008381,LOC119653264,"piezo-type mechanosensitive ion channel component, transcript variant X5",mechanosensitive monoatomic ion channel activity,molecular_function
XM_038057878.1,GO:0008381,LOC119653264,"piezo-type mechanosensitive ion channel component, transcript variant X5",mechanosensitive monoatomic ion channel activity,molecular_function
XM_038057879.1,GO:0008381,LOC119653264,"piezo-type mechanosensitive ion channel component, transcript variant X5",mechanosensitive monoatomic ion channel activity,molecular_function
XM_038057880.1,GO:0008381,LOC119653264,"piezo-type mechanosensitive ion channel component, transcript variant X5",mechanosensitive monoatomic ion channel activity,molecular_function
XM_038057881.1,GO:0008381,LOC119653264,"piezo-type mechanosensitive ion channel component, transcript variant X5",mechanosensitive monoatomic ion channel activity,molecular_function
XM_038057882.1,GO:0008381,LOC119653264,"piezo-type mechanosensitive ion channel component, transcript variant X5",mechanosensitive monoatomic ion channel activity,molecular_function
XM_038057883.1,GO:0008381,LOC119653264,"piezo-type mechanosensitive ion channel component, transcript variant X5",mechanosensitive monoatomic ion channel activity,molecular_function
XM_038057884.1,GO:0008381,LOC119653264,"piezo-type mechanosensitive ion channel component, transcript variant X5",mechanosensitive monoatomic ion channel activity,molecular_function
XM_038057885.1,GO:0016020,LOC119653266,23 kDa integral membrane protein-like,membrane,cellular_component
XM_038057886.1,GO:0000166,LOC119653265,"ubiquitin-conjugating enzyme E2-24 kDa, transcript variant X1",nucleotide binding,molecular_function
XM_038057887.1,GO:0005737,LOC119653267,"uncharacterized LOC119653267, transcript variant X2",cytoplasm,cellular_component
XM_038057888.1,GO:0005737,LOC119653267,"uncharacterized LOC119653267, transcript variant X2",cytoplasm,cellular_component
XM_038057889.1,GO:0003676,LOC119653268,"cytoplasmic polyadenylation element-binding protein 2, transcript variant X1",nucleic acid binding,molecular_function
XM_038057890.1,GO:0003676,LOC119653268,"cytoplasmic polyadenylation element-binding protein 2, transcript variant X1",nucleic acid binding,molecular_function
XM_038057891.1,GO:0005886,LOC119653269,uncharacterized LOC119653269,plasma membrane,cellular_component
XM_038057892.1,GO:0002376,LOC119653270,cecropin-1-like,immune system process,biological_process
XM_038057893.1,GO:0000166,LOC119653265,"ubiquitin-conjugating enzyme E2-24 kDa, transcript variant X1",nucleotide binding,molecular_function
XM_038057894.1,GO:0016020,LOC119653272,"transmembrane protein KIAA1109, transcript variant X5",membrane,cellular_component
XM_038057895.1,GO:0016020,LOC119653272,"transmembrane protein KIAA1109, transcript variant X5",membrane,cellular_component
XM_038057896.1,GO:0016020,LOC119653272,"transmembrane protein KIAA1109, transcript variant X5",membrane,cellular_component
XM_038057897.1,GO:0016020,LOC119653272,"transmembrane protein KIAA1109, transcript variant X5",membrane,cellular_component
XM_038057898.1,GO:0016020,LOC119653272,"transmembrane protein KIAA1109, transcript variant X5",membrane,cellular_component
XM_038057899.1,nan,,,,
XM_038057900.1,nan,,,,
XM_038057901.1,nan,,,,
XM_038057902.1,GO:0003677,LOC119653276,"DNA replication factor Cdt1, transcript variant X2",DNA binding,molecular_function
XM_038057903.1,GO:0003677,LOC119653276,"DNA replication factor Cdt1, transcript variant X2",DNA binding,molecular_function
XM_038057904.1,GO:0005515,LOC119653302,glutamate-rich WD repeat-containing protein 1,protein binding,molecular_function
XM_038057905.1,nan,,,,
XM_038057906.1,nan,,,,
XM_038057907.1,nan,,,,
XM_038057908.1,nan,,,,
XM_038057909.1,GO:0016020,LOC119653366,uncharacterized LOC119653366,membrane,cellular_component
XM_038057910.1,GO:0016020,LOC119653367,uncharacterized LOC119653367,membrane,cellular_component
XM_038057911.1,GO:0016020,LOC119653368,uncharacterized LOC119653368,membrane,cellular_component
XM_038057912.1,GO:0004252,LOC119653370,"serine protease HTRA2, mitochondrial-like",serine-type endopeptidase activity,molecular_function
XM_038057913.1,GO:0016787,LOC119653371,"FAST kinase domain-containing protein 3, mitochondrial-like",hydrolase activity,molecular_function
XM_038057914.1,GO:0005929,LOC119653372,intraflagellar transport protein 74 homolog,cilium,cellular_component
XM_038057915.1,nan,,,,
XM_038057916.1,GO:0016787,LOC119653373,"xaa-Pro dipeptidase, transcript variant X1",hydrolase activity,molecular_function
XM_038057917.1,GO:0016787,LOC119653373,"xaa-Pro dipeptidase, transcript variant X1",hydrolase activity,molecular_function
XM_038057918.1,nan,,,,
XM_038057919.1,GO:0005634,LOC119653376,uncharacterized LOC119653376,nucleus,cellular_component
XM_038057920.1,GO:0046872,LOC119653377,zinc finger protein 595-like,metal ion binding,molecular_function
XM_038057921.1,GO:0000166,LOC119653379,"phospholipid-transporting ATPase ID, transcript variant X5",nucleotide binding,molecular_function
XM_038057922.1,GO:0000166,LOC119653379,"phospholipid-transporting ATPase ID, transcript variant X5",nucleotide binding,molecular_function
XM_038057923.1,GO:0000166,LOC119653379,"phospholipid-transporting ATPase ID, transcript variant X5",nucleotide binding,molecular_function
XM_038057924.1,GO:0000166,LOC119653379,"phospholipid-transporting ATPase ID, transcript variant X5",nucleotide binding,molecular_function
XM_038057925.1,GO:0000166,LOC119653379,"phospholipid-transporting ATPase ID, transcript variant X5",nucleotide binding,molecular_function
XM_038057926.1,nan,,,,
XM_038057927.1,GO:0016020,LOC119653380,uncharacterized LOC119653380,membrane,cellular_component
XM_038057928.1,GO:0016020,LOC119653381,uncharacterized LOC119653381,membrane,cellular_component
XM_038057929.1,nan,,,,
XM_038057930.1,GO:0001540,LOC119653383,"protein Fe65 homolog, transcript variant X5",amyloid-beta binding,molecular_function
XM_038057931.1,GO:0001540,LOC119653383,"protein Fe65 homolog, transcript variant X5",amyloid-beta binding,molecular_function
XM_038057932.1,GO:0001540,LOC119653383,"protein Fe65 homolog, transcript variant X5",amyloid-beta binding,molecular_function
XM_038057933.1,GO:0001540,LOC119653383,"protein Fe65 homolog, transcript variant X5",amyloid-beta binding,molecular_function
XM_038057934.1,GO:0001540,LOC119653383,"protein Fe65 homolog, transcript variant X5",amyloid-beta binding,molecular_function
XM_038057935.1,GO:0000166,LOC119653386,ATP-dependent DNA helicase 2 subunit 1,nucleotide binding,molecular_function
XM_038057936.1,GO:0005783,LOC119653387,dolichol kinase,endoplasmic reticulum,cellular_component
XM_038057937.1,nan,,,,
XM_038057938.1,GO:0004518,LOC119653388,"putative deoxyribonuclease TATDN1, transcript variant X2",nuclease activity,molecular_function
XM_038057939.1,GO:0004518,LOC119653388,"putative deoxyribonuclease TATDN1, transcript variant X2",nuclease activity,molecular_function
XM_038057940.1,GO:0003735,LOC119653389,60S ribosomal protein L22,structural constituent of ribosome,molecular_function
XM_038057941.1,GO:0005737,LOC119653390,"dystrobrevin beta, transcript variant X15",cytoplasm,cellular_component
XM_038057942.1,GO:0005737,LOC119653390,"dystrobrevin beta, transcript variant X15",cytoplasm,cellular_component
XM_038057943.1,GO:0005737,LOC119653390,"dystrobrevin beta, transcript variant X15",cytoplasm,cellular_component
XM_038057944.1,GO:0005737,LOC119653390,"dystrobrevin beta, transcript variant X15",cytoplasm,cellular_component
XM_038057945.1,GO:0005737,LOC119653390,"dystrobrevin beta, transcript variant X15",cytoplasm,cellular_component
XM_038057946.1,GO:0005737,LOC119653390,"dystrobrevin beta, transcript variant X15",cytoplasm,cellular_component
XM_038057947.1,GO:0005737,LOC119653390,"dystrobrevin beta, transcript variant X15",cytoplasm,cellular_component
XM_038057948.1,GO:0005737,LOC119653390,"dystrobrevin beta, transcript variant X15",cytoplasm,cellular_component
XM_038057949.1,GO:0005737,LOC119653390,"dystrobrevin beta, transcript variant X15",cytoplasm,cellular_component
XM_038057950.1,GO:0005737,LOC119653390,"dystrobrevin beta, transcript variant X15",cytoplasm,cellular_component
XM_038057951.1,nan,,,,
XM_038057952.1,GO:0005737,LOC119653390,"dystrobrevin beta, transcript variant X15",cytoplasm,cellular_component
XM_038057953.1,GO:0005737,LOC119653390,"dystrobrevin beta, transcript variant X15",cytoplasm,cellular_component
XM_038057954.1,GO:0005737,LOC119653390,"dystrobrevin beta, transcript variant X15",cytoplasm,cellular_component
XM_038057955.1,GO:0005737,LOC119653390,"dystrobrevin beta, transcript variant X15",cytoplasm,cellular_component
XM_038057956.1,GO:0005737,LOC119653390,"dystrobrevin beta, transcript variant X15",cytoplasm,cellular_component
XM_038057957.1,GO:0005737,LOC119653390,"dystrobrevin beta, transcript variant X15",cytoplasm,cellular_component
XM_038057958.1,GO:0004222,LOC119653392,A disintegrin and metalloproteinase with thrombospondin motifs 6-like,metalloendopeptidase activity,molecular_function
XM_038057959.1,GO:0004491,LOC119653395,"probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial","methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity",molecular_function
XM_038057960.1,nan,,,,
XM_038057961.1,GO:0004491,LOC119653397,"probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial","methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity",molecular_function
XM_038057962.1,GO:0005739,LOC119653398,"glutaredoxin-related protein 5, mitochondrial",mitochondrion,cellular_component
XM_038057963.1,nan,,,,
XM_038057964.1,GO:0016020,LOC119653400,uncharacterized LOC119653400,membrane,cellular_component
XM_038057965.1,GO:0000166,LOC119653401,katanin p60 ATPase-containing subunit A-like 2,nucleotide binding,molecular_function
XM_038057966.1,GO:0000166,LOC119653402,"unconventional myosin-XV, transcript variant X1",nucleotide binding,molecular_function
XM_038057967.1,GO:0000166,LOC119653402,"unconventional myosin-XV, transcript variant X1",nucleotide binding,molecular_function
XM_038057968.1,GO:0005634,LOC119653404,uncharacterized LOC119653404,nucleus,cellular_component
XM_038057969.1,GO:0000166,LOC119653405,dual specificity mitogen-activated protein kinase kinase hemipterous-like,nucleotide binding,molecular_function
XM_038057970.1,GO:0006383,LOC119653406,general transcription factor 3C polypeptide 6,transcription by RNA polymerase III,biological_process
XM_038057971.1,nan,,,,
XM_038057972.1,GO:0003677,LOC119653407,piggyBac transposable element-derived protein 4-like,DNA binding,molecular_function
XM_038057973.1,GO:0000166,LOC119653408,"mitogen-activated protein kinase kinase kinase 11, transcript variant X2",nucleotide binding,molecular_function
XM_038057974.1,GO:0000166,LOC119653408,"mitogen-activated protein kinase kinase kinase 11, transcript variant X2",nucleotide binding,molecular_function
XM_038057975.1,nan,,,,
XM_038057976.1,GO:0000166,LOC119653410,"V-type proton ATPase catalytic subunit A, transcript variant X1",nucleotide binding,molecular_function
XM_038057977.1,GO:0000166,LOC119653410,"V-type proton ATPase catalytic subunit A, transcript variant X1",nucleotide binding,molecular_function
XM_038057978.1,GO:0000981,LOC119653411,H2.0-like homeobox protein,"DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function
XM_038057979.1,GO:0005515,LOC119653412,uncharacterized LOC119653412,protein binding,molecular_function
XM_038057980.1,GO:0005634,LOC119653414,"nucleoprotein TPR, transcript variant X2",nucleus,cellular_component
XM_038057981.1,GO:0005634,LOC119653414,"nucleoprotein TPR, transcript variant X2",nucleus,cellular_component
XM_038057982.1,GO:0005634,LOC119653414,"nucleoprotein TPR, transcript variant X2",nucleus,cellular_component
XM_038057983.1,GO:0004497,LOC119653415,probable cytochrome P450 4d21,monooxygenase activity,molecular_function
XM_038057984.1,nan,,,,
XM_038057985.1,GO:0016020,LOC119653416,"uncharacterized LOC119653416, transcript variant X6",membrane,cellular_component
XM_038057986.1,GO:0016020,LOC119653416,"uncharacterized LOC119653416, transcript variant X6",membrane,cellular_component
XM_038057987.1,GO:0016020,LOC119653416,"uncharacterized LOC119653416, transcript variant X6",membrane,cellular_component
XM_038057988.1,GO:0016020,LOC119653416,"uncharacterized LOC119653416, transcript variant X6",membrane,cellular_component
XM_038057989.1,GO:0016020,LOC119653416,"uncharacterized LOC119653416, transcript variant X6",membrane,cellular_component
XM_038057990.1,GO:0016020,LOC119653416,"uncharacterized LOC119653416, transcript variant X6",membrane,cellular_component
XM_038057991.1,GO:0004497,LOC119653417,cytochrome P450 4d1-like,monooxygenase activity,molecular_function
XM_038057992.1,GO:0004672,LOC119653418,"focal adhesion kinase 1, transcript variant X1",protein kinase activity,molecular_function
